S0101_C01_001E,S0101_C01_030E,S0101_C01_030M,S0101_C01_001M,NAME,state,county,tract
3679,1106,330,603,Census Tract 90; District of Columbia; District of Columbia,11,001,009000
4352,451,140,677,Census Tract 91.02; District of Columbia; District of Columbia,11,001,009102
3058,218,137,411,Census Tract 92.01; District of Columbia; District of Columbia,11,001,009201
3320,408,212,728,Census Tract 92.03; District of Columbia; District of Columbia,11,001,009203
3388,491,182,554,Census Tract 92.04; District of Columbia; District of Columbia,11,001,009204
3388,342,81,516,Census Tract 93.01; District of Columbia; District of Columbia,11,001,009301
1821,45,29,306,Census Tract 93.02; District of Columbia; District of Columbia,11,001,009302
4966,831,172,730,Census Tract 94; District of Columbia; District of Columbia,11,001,009400
3438,584,149,697,Census Tract 95.03; District of Columbia; District of Columbia,11,001,009503
3037,940,197,365,Census Tract 95.04; District of Columbia; District of Columbia,11,001,009504
4407,533,108,548,Census Tract 95.05; District of Columbia; District of Columbia,11,001,009505
1636,346,72,316,Census Tract 95.07; District of Columbia; District of Columbia,11,001,009507
3910,672,215,975,Census Tract 95.08; District of Columbia; District of Columbia,11,001,009508
3274,545,100,529,Census Tract 95.09; District of Columbia; District of Columbia,11,001,009509
4788,572,336,827,Census Tract 95.10; District of Columbia; District of Columbia,11,001,009510
1426,107,103,58,Census Tract 95.11; District of Columbia; District of Columbia,11,001,009511
2218,265,97,464,Census Tract 96.01; District of Columbia; District of Columbia,11,001,009601
5527,438,126,590,Census Tract 96.02; District of Columbia; District of Columbia,11,001,009602
4219,760,281,720,Census Tract 96.03; District of Columbia; District of Columbia,11,001,009603
1912,374,45,584,Census Tract 96.04; District of Columbia; District of Columbia,11,001,009604
3232,869,400,747,Census Tract 97; District of Columbia; District of Columbia,11,001,009700
2075,592,319,435,Census Tract 98.01; District of Columbia; District of Columbia,11,001,009801
2113,374,228,531,Census Tract 98.02; District of Columbia; District of Columbia,11,001,009802
2892,400,97,610,Census Tract 98.03; District of Columbia; District of Columbia,11,001,009803
2643,90,54,629,Census Tract 98.04; District of Columbia; District of Columbia,11,001,009804
3322,542,163,750,Census Tract 98.07; District of Columbia; District of Columbia,11,001,009807
1918,168,60,406,Census Tract 98.10; District of Columbia; District of Columbia,11,001,009810
4225,409,153,1030,Census Tract 98.11; District of Columbia; District of Columbia,11,001,009811
2107,621,243,331,Census Tract 99.01; District of Columbia; District of Columbia,11,001,009901
2742,456,142,844,Census Tract 99.02; District of Columbia; District of Columbia,11,001,009902
2156,221,42,489,Census Tract 99.03; District of Columbia; District of Columbia,11,001,009903
3632,233,120,792,Census Tract 99.04; District of Columbia; District of Columbia,11,001,009904
3182,313,77,675,Census Tract 99.05; District of Columbia; District of Columbia,11,001,009905
1615,328,286,318,Census Tract 99.06; District of Columbia; District of Columbia,11,001,009906
2099,192,48,646,Census Tract 99.07; District of Columbia; District of Columbia,11,001,009907
2659,248,57,414,Census Tract 101; District of Columbia; District of Columbia,11,001,010100
2946,323,128,440,Census Tract 102.01; District of Columbia; District of Columbia,11,001,010201
2542,353,148,454,Census Tract 102.02; District of Columbia; District of Columbia,11,001,010202
4344,585,170,539,Census Tract 103; District of Columbia; District of Columbia,11,001,010300
4389,520,173,919,Census Tract 104; District of Columbia; District of Columbia,11,001,010400
3844,361,102,583,Census Tract 105; District of Columbia; District of Columbia,11,001,010500
1928,2,11,357,Census Tract 106.01; District of Columbia; District of Columbia,11,001,010601
7269,442,264,709,Census Tract 106.02; District of Columbia; District of Columbia,11,001,010602
2562,63,56,591,Census Tract 106.03; District of Columbia; District of Columbia,11,001,010603
1648,110,71,330,Census Tract 107; District of Columbia; District of Columbia,11,001,010700
4731,34,29,272,Census Tract 108; District of Columbia; District of Columbia,11,001,010800
3355,118,63,781,Census Tract 109; District of Columbia; District of Columbia,11,001,010900
2763,420,141,554,Census Tract 110.01; District of Columbia; District of Columbia,11,001,011001
1512,436,110,192,Census Tract 110.02; District of Columbia; District of Columbia,11,001,011002
4985,828,137,754,Census Tract 111; District of Columbia; District of Columbia,11,001,011100
17,0,14,25,Census Tract 9800; District of Columbia; District of Columbia,11,001,980000
